age,education,education-num,marital-status,occupation,relationship,race,sex
"[30, 33)",HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male
"[21, 24)",Some-college,10,Never-married,Protective-serv,Own-child,Black,Female
"[42, 45)",Bachelors,13,Never-married,Sales,Not-in-family,White,Male
"[66, 69)",11th,7,Married-civ-spouse,?,Husband,White,Male
"[27, 30)",Assoc-voc,11,Divorced,?,Unmarried,White,Female
"[54, 57)",Assoc-acdm,12,Married-spouse-absent,Other-service,Not-in-family,White,Male
"[30, 33)",Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male
"[30, 33)",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[24, 27)",HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male
"[30, 33)",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[45, 48)",11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male
"[57, 60)",Bachelors,13,Married-civ-spouse,?,Husband,White,Male
"[36, 39)",HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male
"[63, 66)",11th,7,Widowed,Other-service,Unmarried,Other,Male
"[39, 42)",Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male
"[39, 42)",HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female
"[24, 27)",9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male
"[33, 36)",10th,6,Married-civ-spouse,Other-service,Wife,White,Female
"[60, 63)",Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[42, 45)",Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male
"[42, 45)",Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male
"[21, 24)",HS-grad,9,Married-spouse-absent,Sales,Not-in-family,White,Male
"[27, 30)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[54, 57)",Some-college,10,Married-civ-spouse,Sales,Husband,White,Male
"[21, 24)",Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Female
"[54, 57)",Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female
"[36, 39)",HS-grad,9,Divorced,Sales,Unmarried,White,Female
"[24, 27)",Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female
"[15, 18)",11th,7,Never-married,Other-service,Own-child,White,Male
"[39, 42)",Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
"[42, 45)",HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male
"[42, 45)",HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male
"[18, 21)",Some-college,10,Never-married,Adm-clerical,Own-child,White,Female
"[30, 33)",HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female
"[21, 24)",Some-college,10,Never-married,Sales,Not-in-family,White,Male
"[45, 48)",Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male
"[36, 39)",HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male
"[51, 54)",HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male
"[45, 48)",5th-6th,3,Divorced,Craft-repair,Not-in-family,White,Female
"[24, 27)",Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
"[45, 48)",Some-college,10,Divorced,Sales,Not-in-family,White,Female
"[33, 36)",Some-college,10,Married-civ-spouse,Transport-moving,Wife,White,Female
"[21, 24)",HS-grad,9,Never-married,Other-service,Not-in-family,White,Female
"[27, 30)",HS-grad,9,Separated,Machine-op-inspct,Not-in-family,White,Male
"[42, 45)",Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female
"[18, 21)",Some-college,10,Never-married,Adm-clerical,Own-child,White,Female
"[18, 21)",HS-grad,9,Never-married,Other-service,Other-relative,White,Female
"[33, 36)",HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female
"[24, 27)",Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male
"[45, 48)",Assoc-acdm,12,Separated,Craft-repair,Not-in-family,White,Male
"[33, 36)",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[33, 36)",HS-grad,9,Never-married,Other-service,Not-in-family,White,Female
"[42, 45)",Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male
"[42, 45)",Some-college,10,Divorced,Handlers-cleaners,Unmarried,White,Female
"[18, 21)",HS-grad,9,Never-married,?,Other-relative,White,Female
"[24, 27)",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[51, 54)",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[18, 21)",Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male
"[27, 30)",Some-college,10,Never-married,Other-service,Not-in-family,White,Female
"[48, 51)",Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male
"[33, 36)",Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Female
"[27, 30)",7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male
"[39, 42)",Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[27, 30)",HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male
"[45, 48)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[27, 30)",Some-college,10,Married-civ-spouse,?,Wife,White,Female
"[30, 33)",Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[39, 42)",Some-college,10,Divorced,Other-service,Not-in-family,Black,Female
"[21, 24)",HS-grad,9,Never-married,Handlers-cleaners,Unmarried,Black,Female
"[30, 33)",Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female
"[45, 48)",Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[30, 33)",Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
"[33, 36)",12th,8,Divorced,Craft-repair,Not-in-family,White,Male
"[51, 54)",1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
"[27, 30)",11th,7,Never-married,Other-service,Own-child,White,Female
"[33, 36)",11th,7,Separated,Machine-op-inspct,Not-in-family,Black,Male
"[33, 36)",HS-grad,9,Divorced,Transport-moving,Unmarried,White,Female
"[18, 21)",Some-college,10,Married-civ-spouse,Sales,Husband,White,Male
"[15, 18)",11th,7,Never-married,Handlers-cleaners,Own-child,White,Male
"[30, 33)",Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female
"[27, 30)",HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male
"[30, 33)",10th,6,Never-married,Craft-repair,Unmarried,White,Female
"[24, 27)",HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male
"[33, 36)",Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male
"[21, 24)",HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male
"[60, 63)",HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[45, 48)",Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[78, 81)",HS-grad,9,Widowed,?,Not-in-family,White,Male
"[15, 18)",11th,7,Never-married,?,Own-child,White,Male
"[39, 42)",Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female
"[27, 30)",Assoc-acdm,12,Married-civ-spouse,Other-service,Wife,White,Female
"[24, 27)",Some-college,10,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male
"[30, 33)",Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[33, 36)",HS-grad,9,Never-married,Farming-fishing,Not-in-family,Black,Male
"[33, 36)",Some-college,10,Never-married,Protective-serv,Not-in-family,White,Female
"[21, 24)",Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male
"[39, 42)",Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female
"[27, 30)",Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male
"[42, 45)",HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female
"[21, 24)",HS-grad,9,Never-married,Armed-Forces,Own-child,White,Male
"[42, 45)",Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[24, 27)",9th,5,Never-married,Craft-repair,Other-relative,White,Male
"[18, 21)",Some-college,10,Never-married,Sales,Not-in-family,White,Male
"[42, 45)",HS-grad,9,Widowed,Exec-managerial,Unmarried,Black,Female
"[48, 51)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male
"[18, 21)",HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
"[15, 18)",11th,7,Never-married,?,Own-child,White,Female
"[18, 21)",HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Female
"[42, 45)",Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
"[57, 60)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[39, 42)",Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,Black,Male
"[42, 45)",HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female
"[39, 42)",Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male
"[27, 30)",HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female
"[36, 39)",Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male
"[21, 24)",HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male
"[30, 33)",Some-college,10,Married-civ-spouse,?,Husband,White,Male
"[42, 45)",Assoc-acdm,12,Never-married,Farming-fishing,Own-child,White,Male
"[51, 54)",HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male
"[30, 33)",Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[48, 51)",1st-4th,2,Married-spouse-absent,Craft-repair,Unmarried,White,Male
"[21, 24)",Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female
"[36, 39)",HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female
"[51, 54)",HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male
"[36, 39)",Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male
"[48, 51)",Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[27, 30)",Bachelors,13,Married-civ-spouse,Tech-support,Wife,White,Female
"[57, 60)",Some-college,10,Never-married,Prof-specialty,Unmarried,White,Male
"[21, 24)",Some-college,10,Never-married,?,Own-child,White,Male
"[33, 36)",HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male
"[27, 30)",HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male
"[66, 69)",Assoc-voc,11,Divorced,Other-service,Not-in-family,White,Female
"[45, 48)",Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Female
"[15, 18)",9th,5,Never-married,Other-service,Not-in-family,White,Male
"[21, 24)",Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male
"[24, 27)",10th,6,Never-married,Other-service,Not-in-family,White,Male
"[21, 24)",HS-grad,9,Never-married,Other-service,Unmarried,White,Female
"[30, 33)",Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male
"[42, 45)",Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
"[27, 30)",Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male
"[39, 42)",HS-grad,9,Married-spouse-absent,Craft-repair,Unmarried,White,Female
"[51, 54)",12th,8,Never-married,?,Other-relative,Black,Male
"[24, 27)",Some-college,10,Married-spouse-absent,Adm-clerical,Own-child,Black,Female
"[60, 63)",1st-4th,2,Married-civ-spouse,?,Husband,White,Male
"[57, 60)",HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male
"[42, 45)",Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female
"[36, 39)",Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
"[39, 42)",HS-grad,9,Never-married,Other-service,Not-in-family,White,Female
"[45, 48)",HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male
"[33, 36)",Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Female
"[33, 36)",HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Female
"[30, 33)",Bachelors,13,Never-married,Craft-repair,Own-child,White,Male
"[39, 42)",HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female
"[18, 21)",Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male
"[21, 24)",5th-6th,3,Never-married,Other-service,Own-child,White,Male
"[24, 27)",Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female
"[69, 72)",HS-grad,9,Married-civ-spouse,?,Husband,White,Male
"[21, 24)",HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male
"[60, 63)",HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male
"[51, 54)",Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male
"[57, 60)",Some-college,10,Divorced,Other-service,Unmarried,White,Female
"[24, 27)",Bachelors,13,Never-married,Sales,Not-in-family,White,Female
"[21, 24)",Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Male
"[18, 21)",Some-college,10,Never-married,Protective-serv,Own-child,White,Male
"[42, 45)",Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[45, 48)",HS-grad,9,Separated,Adm-clerical,Unmarried,Black,Female
"[36, 39)",HS-grad,9,Divorced,Other-service,Unmarried,White,Female
"[48, 51)",Assoc-voc,11,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male
"[51, 54)",5th-6th,3,Widowed,?,Unmarried,Black,Female
"[30, 33)",Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male
"[33, 36)",Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[27, 30)",HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male
"[54, 57)",Assoc-voc,11,Widowed,?,Unmarried,White,Female
"[24, 27)",Some-college,10,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female
"[18, 21)",Some-college,10,Never-married,?,Own-child,White,Male
"[18, 21)",Some-college,10,Never-married,?,Unmarried,White,Female
"[33, 36)",Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[36, 39)",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[48, 51)",HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[21, 24)",Some-college,10,Divorced,Handlers-cleaners,Not-in-family,Black,Male
"[36, 39)",Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male
"[42, 45)",Some-college,10,Divorced,Machine-op-inspct,Unmarried,White,Male
"[27, 30)",Some-college,10,Married-civ-spouse,Sales,Wife,White,Female
"[39, 42)",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[72, 75)",Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female
"[36, 39)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[42, 45)",Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[42, 45)",11th,7,Divorced,Machine-op-inspct,Unmarried,Other,Female
"[24, 27)",HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male
"[33, 36)",HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male
"[39, 42)",Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female
"[66, 69)",Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[36, 39)",12th,8,Married-civ-spouse,Tech-support,Husband,White,Male
"[54, 57)",1st-4th,2,Widowed,Priv-house-serv,Not-in-family,Black,Female
"[27, 30)",Assoc-voc,11,Separated,Craft-repair,Not-in-family,White,Male
"[30, 33)",Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Female
"[33, 36)",HS-grad,9,Never-married,?,Unmarried,Black,Female
"[42, 45)",Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male
"[27, 30)",Doctorate,16,Never-married,Prof-specialty,Own-child,White,Male
"[27, 30)",Some-college,10,Never-married,Handlers-cleaners,Unmarried,White,Female
"[24, 27)",HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male
"[24, 27)",Some-college,10,Married-civ-spouse,Sales,Husband,White,Male
"[30, 33)",HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Female
"[57, 60)",10th,6,Married-civ-spouse,Other-service,Wife,White,Female
"[33, 36)",Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male
"[18, 21)",HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male
"[27, 30)",Some-college,10,Never-married,Craft-repair,Unmarried,White,Male
"[45, 48)",Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male
"[33, 36)",HS-grad,9,Separated,Other-service,Unmarried,White,Female
"[69, 72)",11th,7,Widowed,Adm-clerical,Unmarried,White,Female
"[33, 36)",HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female
"[30, 33)",Assoc-voc,11,Divorced,Craft-repair,Unmarried,Black,Female
"[66, 69)",11th,7,Never-married,Machine-op-inspct,Not-in-family,White,Female
"[33, 36)",HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
"[30, 33)",HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female
"[33, 36)",HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,Female
"[27, 30)",11th,7,Married-civ-spouse,Other-service,Husband,White,Male
"[27, 30)",Bachelors,13,Never-married,Transport-moving,Not-in-family,White,Male
"[51, 54)",Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
"[45, 48)",Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[21, 24)",HS-grad,9,Never-married,Handlers-cleaners,Unmarried,Black,Female
"[51, 54)",Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[18, 21)",HS-grad,9,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male
"[42, 45)",Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[42, 45)",7th-8th,4,Separated,Other-service,Unmarried,White,Female
"[27, 30)",HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male
"[45, 48)",Masters,14,Divorced,Exec-managerial,Unmarried,White,Male
"[21, 24)",HS-grad,9,Never-married,Craft-repair,Own-child,White,Male
"[48, 51)",HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[15, 18)",11th,7,Never-married,Sales,Own-child,White,Male
"[36, 39)",Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male
"[24, 27)",Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female
"[27, 30)",Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Male
"[15, 18)",12th,8,Never-married,?,Own-child,White,Male
"[33, 36)",Assoc-acdm,12,Divorced,Sales,Unmarried,White,Female
"[57, 60)",Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female
"[24, 27)",Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
"[63, 66)",Some-college,10,Married-civ-spouse,?,Husband,White,Male
"[54, 57)",HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male
"[57, 60)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[24, 27)",HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
"[30, 33)",Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male
"[18, 21)",Some-college,10,Never-married,Sales,Own-child,White,Female
"[27, 30)",Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male
"[15, 18)",11th,7,Never-married,Other-service,Own-child,White,Male
"[51, 54)",10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male
"[54, 57)",Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male
"[39, 42)",HS-grad,9,Married-civ-spouse,?,Husband,White,Male
"[54, 57)",HS-grad,9,Married-civ-spouse,?,Wife,Asian-Pac-Islander,Female
"[57, 60)",7th-8th,4,Never-married,Transport-moving,Not-in-family,White,Male
"[30, 33)",Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[21, 24)",Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female
"[24, 27)",HS-grad,9,Never-married,Sales,Own-child,White,Male
"[21, 24)",Some-college,10,Never-married,?,Unmarried,Amer-Indian-Eskimo,Female
"[39, 42)",Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[24, 27)",Some-college,10,Never-married,Tech-support,Not-in-family,White,Male
"[48, 51)",Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female
"[30, 33)",Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male
"[18, 21)",Some-college,10,Never-married,Adm-clerical,Own-child,White,Male
"[57, 60)",7th-8th,4,Divorced,Other-service,Not-in-family,White,Female
"[39, 42)",9th,5,Married-civ-spouse,Other-service,Husband,White,Male
"[33, 36)",Assoc-acdm,12,Never-married,Farming-fishing,Not-in-family,White,Male
"[45, 48)",HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female
"[48, 51)",Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male
"[27, 30)",HS-grad,9,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male
