age,education,marital-status,occupation,relationship,race,sex
63,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male
47,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male
80,HS-grad,Widowed,?,Not-in-family,White,Male
17,11th,Never-married,?,Own-child,White,Male
40,Bachelors,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female
30,Assoc-acdm,Married-civ-spouse,Other-service,Wife,White,Female
27,Some-college,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male
33,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male
34,HS-grad,Never-married,Farming-fishing,Not-in-family,Black,Male
34,Some-college,Never-married,Protective-serv,Not-in-family,White,Female
23,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male
42,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female
29,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male
45,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female
24,HS-grad,Never-married,Armed-Forces,Own-child,White,Male
44,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male
27,9th,Never-married,Craft-repair,Other-relative,White,Male
20,Some-college,Never-married,Sales,Not-in-family,White,Male
44,HS-grad,Widowed,Exec-managerial,Unmarried,Black,Female
51,HS-grad,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male
20,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
17,11th,Never-married,?,Own-child,White,Female
19,HS-grad,Never-married,Machine-op-inspct,Own-child,Black,Female
45,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male
60,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
42,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,Black,Male
44,HS-grad,Married-civ-spouse,Sales,Wife,White,Female
40,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male
30,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female
38,Some-college,Married-civ-spouse,Transport-moving,Husband,Black,Male
23,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male
32,Some-college,Married-civ-spouse,?,Husband,White,Male
44,Assoc-acdm,Never-married,Farming-fishing,Own-child,White,Male
54,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male
32,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male
50,1st-4th,Married-spouse-absent,Craft-repair,Unmarried,White,Male
24,Bachelors,Never-married,Tech-support,Not-in-family,White,Female
37,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female
52,HS-grad,Divorced,Transport-moving,Unmarried,White,Male
38,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male
49,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male
30,Bachelors,Married-civ-spouse,Tech-support,Wife,White,Female
60,Some-college,Never-married,Prof-specialty,Unmarried,White,Male
22,Some-college,Never-married,?,Own-child,White,Male
35,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male
30,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male
67,Assoc-voc,Divorced,Other-service,Not-in-family,White,Female
46,Bachelors,Never-married,Craft-repair,Not-in-family,White,Female
17,9th,Never-married,Other-service,Not-in-family,White,Male
22,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male
27,10th,Never-married,Other-service,Not-in-family,White,Male
23,HS-grad,Never-married,Other-service,Unmarried,White,Female
33,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male
43,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male
28,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male
41,HS-grad,Married-spouse-absent,Craft-repair,Unmarried,White,Female
52,12th,Never-married,?,Other-relative,Black,Male
25,Some-college,Married-spouse-absent,Adm-clerical,Own-child,Black,Female
63,1st-4th,Married-civ-spouse,?,Husband,White,Male
59,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male
45,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female
38,Bachelors,Married-civ-spouse,Sales,Husband,White,Male
40,HS-grad,Never-married,Other-service,Not-in-family,White,Female
46,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Male
35,Assoc-acdm,Never-married,Exec-managerial,Not-in-family,White,Female
34,HS-grad,Divorced,Prof-specialty,Unmarried,White,Female
33,Bachelors,Never-married,Craft-repair,Own-child,White,Male
41,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female
20,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male
23,5th-6th,Never-married,Other-service,Own-child,White,Male
26,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female
72,HS-grad,Married-civ-spouse,?,Husband,White,Male
23,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male
62,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male
52,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male
58,Some-college,Divorced,Other-service,Unmarried,White,Female
25,Bachelors,Never-married,Sales,Not-in-family,White,Female
24,Bachelors,Never-married,Exec-managerial,Not-in-family,Black,Male
19,Some-college,Never-married,Protective-serv,Own-child,White,Male
43,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male
47,HS-grad,Separated,Adm-clerical,Unmarried,Black,Female
39,HS-grad,Divorced,Other-service,Unmarried,White,Female
49,Assoc-voc,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male
53,5th-6th,Widowed,?,Unmarried,Black,Female
32,Assoc-voc,Never-married,Craft-repair,Not-in-family,White,Male
34,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male
28,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male
57,Assoc-voc,Widowed,?,Unmarried,White,Female
25,Some-college,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female
20,Some-college,Never-married,?,Own-child,White,Male
21,Some-college,Never-married,?,Unmarried,White,Female
34,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male
38,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male
50,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male
24,Some-college,Divorced,Handlers-cleaners,Not-in-family,Black,Male
37,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male
44,Some-college,Divorced,Machine-op-inspct,Unmarried,White,Male
28,Some-college,Married-civ-spouse,Sales,Wife,White,Female
42,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male
74,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female
38,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
44,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male
44,11th,Divorced,Machine-op-inspct,Unmarried,Other,Female
26,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male
36,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male
41,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,White,Female
67,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male
39,12th,Married-civ-spouse,Tech-support,Husband,White,Male
57,1st-4th,Widowed,Priv-house-serv,Not-in-family,Black,Female
29,Assoc-voc,Separated,Craft-repair,Not-in-family,White,Male
31,Bachelors,Never-married,Farming-fishing,Not-in-family,White,Female
34,HS-grad,Never-married,?,Unmarried,Black,Female
44,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male
29,Doctorate,Never-married,Prof-specialty,Own-child,White,Male
30,Some-college,Never-married,Handlers-cleaners,Unmarried,White,Female
27,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male
27,Some-college,Married-civ-spouse,Sales,Husband,White,Male
32,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Female
58,10th,Married-civ-spouse,Other-service,Wife,White,Female
35,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male
21,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male
28,Some-college,Never-married,Craft-repair,Unmarried,White,Male
46,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male
36,HS-grad,Separated,Other-service,Unmarried,White,Female
72,11th,Widowed,Adm-clerical,Unmarried,White,Female
35,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female
33,Assoc-voc,Divorced,Craft-repair,Unmarried,Black,Female
69,11th,Never-married,Machine-op-inspct,Not-in-family,White,Female
35,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
31,HS-grad,Separated,Adm-clerical,Unmarried,White,Female
34,HS-grad,Married-civ-spouse,Tech-support,Wife,White,Female
30,11th,Married-civ-spouse,Other-service,Husband,White,Male
28,Bachelors,Never-married,Transport-moving,Not-in-family,White,Male
54,Bachelors,Married-civ-spouse,Sales,Husband,White,Male
47,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male
24,HS-grad,Never-married,Handlers-cleaners,Unmarried,Black,Female
52,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male
20,HS-grad,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male
43,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male
45,7th-8th,Separated,Other-service,Unmarried,White,Female
29,HS-grad,Separated,Craft-repair,Not-in-family,White,Male
47,Masters,Divorced,Exec-managerial,Unmarried,White,Male
24,HS-grad,Never-married,Craft-repair,Own-child,White,Male
51,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male
17,11th,Never-married,Sales,Own-child,White,Male
37,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male
27,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Female
29,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Male
18,12th,Never-married,?,Own-child,White,Male
36,Assoc-acdm,Divorced,Sales,Unmarried,White,Female
58,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female
26,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male
65,Some-college,Married-civ-spouse,?,Husband,White,Male
57,HS-grad,Married-civ-spouse,Sales,Husband,White,Male
59,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
27,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
31,Bachelors,Never-married,Tech-support,Not-in-family,White,Male
21,Some-college,Never-married,Sales,Own-child,White,Female
29,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male
18,11th,Never-married,Other-service,Own-child,White,Male
52,10th,Married-civ-spouse,Craft-repair,Husband,White,Male
57,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male
42,HS-grad,Married-civ-spouse,?,Husband,White,Male
55,HS-grad,Married-civ-spouse,?,Wife,Asian-Pac-Islander,Female
60,7th-8th,Never-married,Transport-moving,Not-in-family,White,Male
31,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male
23,Bachelors,Never-married,Adm-clerical,Own-child,White,Female
27,HS-grad,Never-married,Sales,Own-child,White,Male
23,Some-college,Never-married,?,Unmarried,Amer-Indian-Eskimo,Female
42,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male
25,Some-college,Never-married,Tech-support,Not-in-family,White,Male
49,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female
32,Bachelors,Never-married,Tech-support,Not-in-family,White,Male
19,Some-college,Never-married,Adm-clerical,Own-child,White,Male
60,7th-8th,Divorced,Other-service,Not-in-family,White,Female
42,9th,Married-civ-spouse,Other-service,Husband,White,Male
35,Assoc-acdm,Never-married,Farming-fishing,Not-in-family,White,Male
48,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Female
51,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male
29,HS-grad,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male
36,HS-grad,Separated,Exec-managerial,Not-in-family,Black,Male
17,10th,Never-married,Other-service,Own-child,White,Female
52,Masters,Divorced,Prof-specialty,Not-in-family,White,Female
24,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male
24,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
26,Bachelors,Never-married,Prof-specialty,Own-child,White,Male
27,Bachelors,Never-married,Other-service,Own-child,White,Female
39,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male
30,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male
50,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male
52,Bachelors,Married-civ-spouse,Sales,Husband,White,Male
46,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male
23,Bachelors,Never-married,Sales,Own-child,White,Female
45,11th,Widowed,Other-service,Not-in-family,Black,Female
65,9th,Widowed,Priv-house-serv,Unmarried,Black,Female
29,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,White,Male
47,9th,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male
30,HS-grad,Never-married,Farming-fishing,Own-child,Black,Male
34,HS-grad,Married-civ-spouse,Sales,Husband,White,Male
38,HS-grad,Married-civ-spouse,Sales,Husband,White,Male
33,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male
49,Bachelors,Married-civ-spouse,Sales,Husband,White,Male
47,Some-college,Never-married,Other-service,Unmarried,Black,Female
49,10th,Separated,Other-service,Unmarried,Black,Female
43,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male
30,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Black,Female
58,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
19,HS-grad,Never-married,Other-service,Own-child,White,Female
21,Bachelors,Never-married,Handlers-cleaners,Not-in-family,White,Male
33,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male
47,5th-6th,Married-civ-spouse,Transport-moving,Husband,White,Male
52,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male
26,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male
60,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
21,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male
36,Some-college,Married-civ-spouse,Sales,Husband,White,Male
31,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male
50,Doctorate,Separated,Prof-specialty,Not-in-family,White,Male
31,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female
71,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
58,HS-grad,Married-civ-spouse,?,Husband,White,Male
30,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male
20,Some-college,Never-married,Other-service,Own-child,White,Male
24,HS-grad,Never-married,Exec-managerial,Other-relative,White,Male
35,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male
38,Some-college,Separated,Exec-managerial,Not-in-family,White,Female
27,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female
29,Some-college,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female
70,9th,Widowed,?,Unmarried,White,Female
34,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
44,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male
43,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
44,12th,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male
35,Masters,Never-married,Sales,Not-in-family,White,Male
27,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male
43,Masters,Never-married,Prof-specialty,Not-in-family,White,Male
20,Some-college,Never-married,Sales,Not-in-family,White,Female
42,Assoc-acdm,Divorced,Prof-specialty,Unmarried,White,Female
27,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male
42,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male
20,11th,Married-spouse-absent,?,Own-child,Asian-Pac-Islander,Female
24,9th,Never-married,Machine-op-inspct,Not-in-family,White,Male
48,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male
17,11th,Never-married,?,Own-child,White,Female
17,11th,Never-married,Farming-fishing,Own-child,White,Male
33,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male
50,HS-grad,Married-civ-spouse,Sales,Husband,White,Male
22,HS-grad,Never-married,Sales,Own-child,White,Female
17,12th,Never-married,Other-service,Own-child,White,Male
32,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male
31,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male
58,HS-grad,Widowed,Exec-managerial,Not-in-family,White,Male
29,HS-grad,Never-married,Protective-serv,Own-child,White,Male
37,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male
34,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
23,Some-college,Separated,Exec-managerial,Unmarried,Black,Male
18,11th,Never-married,Adm-clerical,Own-child,White,Female
34,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female
66,7th-8th,Never-married,?,Not-in-family,White,Male
45,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female
41,Masters,Never-married,Exec-managerial,Not-in-family,White,Male
26,HS-grad,Never-married,Other-service,Other-relative,White,Male
54,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male
24,Some-college,Never-married,Machine-op-inspct,Own-child,Black,Female
42,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male
20,Some-college,Never-married,Prof-specialty,Own-child,White,Male
23,Bachelors,Never-married,Tech-support,Not-in-family,White,Female
25,Assoc-acdm,Never-married,?,Other-relative,White,Male
35,Masters,Never-married,Prof-specialty,Not-in-family,White,Male
31,Masters,Married-civ-spouse,Tech-support,Husband,White,Male
30,Bachelors,Never-married,Prof-specialty,Own-child,White,Female
19,HS-grad,Never-married,Sales,Own-child,White,Female
36,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male
31,Bachelors,Widowed,Sales,Unmarried,White,Female
21,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male
31,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male
46,Doctorate,Divorced,Prof-specialty,Unmarried,White,Female
44,Bachelors,Divorced,Exec-managerial,Own-child,White,Female
40,12th,Married-civ-spouse,Other-service,Husband,Black,Male
45,Some-college,Never-married,Sales,Not-in-family,Black,Male
60,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
18,11th,Never-married,Other-service,Other-relative,White,Male
28,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male
